id,genre,track_name,artist_name,valence,acousticness,danceability,instrumentalness,key,liveness,loudness,speechiness,tempo,energy
25LNy4upmTdLo6V0DWfljF,iranian,Tannaz,Moein,0.919,0.519,0.788,8.05e-06,0,0.0471,-13.459,0.0531,149.726,0.432
5rGO20ywGKPd04bsXLDdXI,iranian,Begoo Baz Begoo,Mahasti,0.833,0.548,0.637,1e-05,9,0.179,-6.648,0.243,149.948,0.844
5Dzb3KedBwQufpzr2Rmidi,iranian,Dasa Bala (feat. Timbuktu & Yag),Arash,0.948,0.0885,0.826,1.39e-06,3,0.0966,-4.582,0.0367,109.995,0.786
6S4wfGazSewFuwminnONyc,iranian,Khalij,Ebi,0.216,0.853,0.248,2.66e-05,2,0.149,-7.211,0.0305,139.33,0.351
3tNHA4vgHQed8RqHelXuvg,iranian,Deceit (Fareeb),Hamed Nikpay,0.332,0.433,0.376,0.000169,10,0.11,-9.365,0.0295,94.994,0.481
7aLfKT3HkJzdN6UL5Egw4x,iranian,Maro ey doost,Mohammad Esfahani,0.384,0.88,0.495,0.000152,11,0.0829,-7.801,0.0549,180.064,0.455
5BnFJ7LDGZ6Jb6Ec0Wxgkf,iranian,Parvaz,Best Pop from Iran,0.656,0.464,0.704,0.000299,10,0.143,-16.844,0.168,123.374,0.861
0Yd8fy2FTqR35UCBMGTtNw,iranian,Deleh Divuneh,Hayedeh,0.871,0.826,0.591,5.09e-06,4,0.248,-10.939,0.063,76.084,0.522
56OXbM05LlKYjlzSc1AmlL,iranian,Niyaz,Farhad,0.289,0.623,0.407,0.0,10,0.115,-9.076,0.0404,168.502,0.278
6qCeb6svE23qlPBQlVxQyv,iranian,Sayeh,Moein,0.269,0.845,0.622,1.22e-06,7,0.0846,-9.537,0.0564,117.367,0.419
7EtzbG9uP2moqR3qusbrdA,iranian,Tarafdaar,Shadmehr Aghili,0.85,0.428,0.674,4.99e-06,6,0.0757,-6.639,0.0697,159.944,0.671
3CJ0Y31cHSbtWM731brb0L,iranian,Yadete (feat. Sogand),Erfan,0.698,0.0342,0.547,0.000272,9,0.249,-3.802,0.0454,169.968,0.838
0KPcNY7Jg5DW0wL9b0FMIl,iranian,Man - O - To,Googoosh,0.682,0.331,0.442,0.0,0,0.792,-11.381,0.0443,103.329,0.458
3eYCjANjOJuXboJOjdiqHn,iranian,Sare Dourahi,Ebi,0.464,0.713,0.562,0.0,3,0.121,-8.348,0.0319,109.719,0.555
6UEMDNeIpIXBSrU7QkNY1v,iranian,Termeh Va Atlas (Moein),Moein,0.774,0.539,0.554,0.0,2,0.133,-7.559,0.058,87.462,0.587
5Dhfhs3uuPesFKFvXXmG8W,iranian,Tou Miay Dar Nazaram,Mahasti,0.709,0.775,0.65,0.0,9,0.247,-5.733,0.085,143.587,0.659
5O1yzvTmXpQQugeiPWQTnY,iranian,Nago Nemiyam(Hayedeh),"Hayedeh,Moein,Shohreh,Omid",0.832,0.567,0.675,2.2e-05,11,0.122,-9.031,0.077,159.007,0.619
2qJpu2jP15RWaFwy9M3EBT,iranian,Faryas (Faryade Yas) - Shout - فریاد یاس,Yas,0.554,0.291,0.634,0.0,11,0.146,-4.158,0.406,180.949,0.934
0QYSmzIf1KyY1rzAgc2s95,iranian,Parandeh(Martik),"Ebi,Shohreh,Moein,Hayedeh,Martik",0.961,0.401,0.841,0.000254,1,0.0856,-10.939,0.0421,122.723,0.552
3Edv8ByGS93gc9ynZjQKmz,iranian,Pol(Googoosh),Various Artists,0.718,0.377,0.411,0.0,6,0.138,-9.012,0.0372,74.648,0.501
2Nv4BMDbSPQvsE1HL1aju5,iranian,Siah Moo,Various Artists,0.849,0.225,0.774,3.5e-05,6,0.192,-4.249,0.0836,111.007,0.911
0Ri9D3nAljhWWl3iVTagDf,iranian,Dota Cheshme Sia Dari,Darya Dadvar,0.282,0.985,0.403,0.000285,6,0.0766,-13.895,0.0585,88.002,0.193
5MkK6rLvNnycbYXW9OyMjn,j-dance,明日晴れたら,SKY-HI,0.69,0.116,0.756,0.0,11,0.134,-4.372,0.0515,113.014,0.845
212F8jzWjRIjs9U87WLTSR,j-dance,Double Bed,Obey City,0.627,0.511,0.842,0.000132,5,0.076,-9.337,0.146,129.93,0.472
4EQ5oxq1Z2amwpcFjACsNq,j-dance,Birds (Original Mix),Shinichi Osawa,0.084,0.00115,0.667,0.929,11,0.3,-13.31,0.0604,122.004,0.747
2SQ3TsBYl6d7691EfvHnTw,j-dance,BEAUTIFUL DAYS,FPM,0.55,0.0105,0.638,0.0837,10,0.0969,-7.338,0.0469,124.999,0.748
3DfxvuGXMNHpfsHymM6hhr,j-dance,One True Love (feat. Stephanie Cooke) - Eric Kupper Club Mix,Various Artists,0.966,0.00635,0.661,0.17,1,0.0479,-7.391,0.0486,125.984,0.794
3JFcsgCtKYo9MmNNXAzhmd,j-dance,Double Flat - Max 404 Remix,Various Artists,0.459,0.000215,0.682,0.907,0,0.0921,-12.904,0.0465,129.975,0.683
7qMK6mMWnaVzmgZbMkoN6E,j-dance,Zodiac,Sakiko Osawa,0.191,0.000117,0.549,0.39,11,0.149,-3.452,0.0307,126.028,0.929
5lhD9NokJp6lHoVmEqdaBP,j-dance,STORM,Yoji Biomehanika,0.631,0.027,0.658,0.929,7,0.176,-3.428,0.0703,149.995,0.716
2LHu6gBzVOfG0xRdhv0Qhs,j-dance,Come Out - Ken Ishii Remix,Various Artists,0.357,0.874,0.615,0.068,0,0.22,-17.408,0.0797,100.808,0.362
6D7eI24oGCMFyG51UBIyAD,j-dance,Zidane,D.A.N.,0.397,0.128,0.542,0.646,8,0.172,-6.012,0.0615,102.089,0.904
4f85nhew0gsDCbgmn92cVd,j-dance,BAMN,DEXPISTOLS,0.775,0.0158,0.678,0.0,7,0.775,-7.392,0.265,123.262,0.807
6aM2qRM6VQK5NHeXoSsctg,j-dance,Barkley,80KIDZ,0.27,0.000272,0.687,0.00635,1,0.0805,-3.791,0.0505,124.989,0.948
5iDORryuHPsecpM8du8zEh,j-dance,I'm In Love (Rasmus Faber Epic Instrumental) [feat. Ron Carroll],Various Artists,0.414,0.0137,0.784,0.871,9,0.0443,-9.846,0.116,125.986,0.744
42bD3oEkYPn66cVdXtwPPP,j-dance,My Only Lover,Thelma Aoyama,0.713,0.278,0.591,0.0,5,0.498,-1.776,0.0504,127.927,0.967
4XhM8nMNf9x5nC20zGY4bQ,j-dance,High And Grab,banvox,0.556,0.0143,0.446,0.0,9,0.388,-0.029,0.0884,155.122,0.937
7B7vT9VHyRMWjAO2KXy7HA,j-dance,tide on stars,DE DE MOUSE,0.817,0.00302,0.532,0.957,7,0.0527,-5.488,0.0591,129.014,0.914
7ntjIeu3cLTh2M443XHeM5,j-dance,Perfect,i-dep,0.68,0.00585,0.728,0.0244,0,0.0599,-5.247,0.0346,120.012,0.801
7jhXqmPgkvr6vpWOzZ4D5Q,j-dance,Alright!,Dream Ami,0.969,0.302,0.748,4.95e-05,1,0.403,-2.064,0.0392,128.016,0.944
356ElCM8j69CdldMbVmnRN,j-dance,Let It All Ride - Orlando Voorn Remix,Ken Ishii,0.387,0.133,0.813,0.81,0,0.112,-7.242,0.24,130.014,0.471
0CD4AjKWwQkf1viNN5K7Bk,j-dance,Crazy Crazy (feat. Charli XCX & Kyary Pamyu Pamyu) - remix,Yasutaka Nakata,0.934,0.00188,0.683,0.00366,2,0.0834,-2.731,0.0565,125.06,0.874
2r31Lpl5Kqhlzt5pPJgbWc,j-dance,プエルトリコのひとりっ子 / Puerto Rico no HITorIKKO,Denki Groove,0.776,0.00658,0.641,0.812,5,0.15,-8.442,0.0419,119.996,0.904
3w095FqAkNkvj1UrKLqhby,j-dance,ベストフレンド,Mika Nakashima,0.647,0.0113,0.711,7.14e-05,4,0.203,-5.608,0.029,117.969,0.795
4FODQb3BzIFozy8M8lDgSm,j-dance,Hardstyle Disco,Various Artists,0.608,0.000153,0.616,0.757,10,0.321,-9.14,0.0588,140.993,0.95
4bplYD2wAz9HeLivTXI4U0,j-dance,24 Theme (Towa Tei 24 Hours Remix),Various Artists,0.502,1.87e-05,0.773,0.685,6,0.094,-6.057,0.0533,129.21,0.885
7awzK01RTZOIbA9ZotAmNx,j-dance,Love Is To Blame featuring Isabelle Antena and Ernesto,Yukihiro Fukutomi,0.615,0.423,0.588,0.793,7,0.0786,-14.195,0.0388,123.008,0.69
6rkZ2wgpDuD3hSTRHX53kT,j-dance,Samurai,Various Artists,0.73,0.00209,0.663,0.876,11,0.389,-6.422,0.0303,129.008,0.895
4nj6LgdGuJedfCcTTKMGVc,j-dance,Unrequited Love,CAPSULE,0.258,0.0107,0.654,0.00115,8,0.29,-2.441,0.0672,128.007,0.968
3Od1XqfaYtDdyuOKboAQcU,j-dance,Bivalency,Star Guitar,0.422,0.0248,0.61,0.796,5,0.13,-7.454,0.0401,120.003,0.994
0aOgDMyxUFKG8TkcRcwCll,j-dance,Kick It Out,BOOM BOOM SATELLITES,0.31,0.0044,0.521,0.000906,0,0.786,-4.289,0.134,142.95,0.97
3bVQ6YV1VZAyYLlyDXJySk,j-dance,GTR,Takkyu Ishino,0.0387,0.0105,0.531,0.903,4,0.0799,-7.333,0.0965,129.869,0.994
0BgR6jfKNeFbs5UW79D4a9,j-dance,太陽の視線,lecca,0.54,0.319,0.504,0.0,8,0.11,-1.433,0.116,108.092,0.919
0DdoxCb9NLakQnoC4HDKGj,j-dance,HEART GOES BOOM,Shinichi Osawa,0.794,0.0201,0.724,2.56e-05,4,0.0709,-6.585,0.155,109.978,0.81
3KaBoKn97jowpgB6qc94DC,j-dance,In the Space,Various Artists,0.135,0.00195,0.132,0.895,2,0.107,-22.705,0.0448,66.575,0.199
48jR0SlV8ZRtDNGndRFHL4,j-dance,Katayanagi Twins vs. Sex Bob-Omb,Various Artists,0.0373,0.113,0.158,0.00103,4,0.086,-10.293,0.0546,82.903,0.643
1p5TIESaJ9thAlVAUiurPE,j-dance,Gone girl,S7ICKCHICKs,0.899,0.0534,0.94,0.0,5,0.165,-5.751,0.156,101.014,0.737
2bAPeQJu94rhn1qXOseD4S,j-dance,Still In Love (feat. Navasha Daya) - Alaia & Gallo Remix,Shuya Okino,0.818,0.000472,0.772,0.636,3,0.0689,-5.332,0.0519,123.012,0.721
2zw0TGLHl1GqJOMOKCnoPs,j-dance,The Dish,Seiho,0.21,0.213,0.744,0.126,7,0.124,-10.689,0.249,89.996,0.528
4rOHacTbQbRUsEhKt47kua,j-dance,I Got a Feeling (feat. Benjamin Diamond),80KIDZ,0.58,0.00336,0.714,0.108,11,0.115,-4.413,0.0408,125.004,0.743
3ALDXVb7J44RVwYMK7dvvz,j-dance,FIRE,DEXPISTOLS,0.328,0.00211,0.73,6.45e-05,3,0.36,-5.092,0.0564,127.221,0.928
3T1QmDc2hn9jwaeQhRGQiZ,j-dance,Look Ahead (feat. N'dea Davenport) - Kyoto Jazz Massive Recreated,Various Artists,0.974,0.00069,0.79,0.00275,8,0.0614,-8.432,0.041,123.005,0.779
1lzJDp8HXsGp1QUhgjrzGP,j-dance,night voice,DE DE MOUSE,0.665,0.00402,0.378,0.947,7,0.304,-7.5,0.0531,199.632,0.859
3CmMoaeb2EYC2m72BN49tN,j-dance,Sunriser - FLR's Vox Rise Mix,Ken Ishii,0.0326,0.000739,0.723,0.722,7,0.12,-5.895,0.0521,130.007,0.923
6VJFETvPUqKSWN1UJgi7k3,j-dance,fanfare,FPM,0.75,0.135,0.563,0.607,10,0.13,-5.382,0.0348,128.022,0.91
2NDNXuGwjVhNbz3UP4KwIy,j-dance,シングル道,lecca,0.54,0.196,0.768,0.0,5,0.0803,-2.668,0.0444,135.96,0.828
4ei6ndsUz88j0r6FJn0CwA,j-dance,FREEDOM - NO EDIT,globe,0.88,0.0192,0.65,0.015,7,0.0397,-6.309,0.0375,125.007,0.902
3ydiQgMv1GPrEfKo4Po1MA,j-dance,サタンレイヴ,DE DE MOUSE,0.717,0.000317,0.353,0.83,11,0.0972,-7.33,0.171,175.015,0.898
31ZdlRJtAovQDtJierKT0a,j-dance,Shinobi,Sakiko Osawa,0.391,0.00195,0.54,0.936,5,0.359,-6.979,0.0347,126.017,0.918
0SbS4Wun0Iv9Q3nTKYYcgO,j-dance,Dreamin'Boy,CAPSULE,0.413,0.0405,0.544,0.744,5,0.0904,-1.367,0.045,128.022,0.988
3Ji9x4Zjg0w9zU064Z6uhY,j-dance,Drawn 2 U featuring Yukimi Nagano (Studio Apartment Remix),Jafrosax,0.77,0.0429,0.732,7.56e-05,1,0.105,-12.109,0.197,90.046,0.431
0YSfLNL1qZNNKh1QHZpeJE,j-dance,Wake Up To Reality,Yoji Biomehanika,0.143,0.00114,0.588,0.854,7,0.322,-4.076,0.158,150.027,0.975
4Vs98ygU5KGde6vwQcuGqx,j-idol,虹色の永遠,SweetS,0.336,0.0696,0.73,2.06e-05,5,0.0837,-8.052,0.0261,111.985,0.414
2vppyixv6Bohuauw4hcmvV,j-idol,あっち、こっち、そっち。,TEMPURA KIDZ,0.696,0.0291,0.624,0.0,6,0.0774,-3.765,0.0461,131.984,0.947
2yuYTQqeYkJWHcry3cojq3,j-idol,イブニングスター,SILENT SIREN,0.551,0.0133,0.355,0.0,1,0.2,-2.38,0.065,183.959,0.953
4SKhUYgNdoFqhxgVZu7vct,j-idol,colors,Team Syachihoko,0.683,0.000198,0.459,9.18e-05,10,0.0674,-3.481,0.0542,164.973,0.886
4ytKvlaGYQT4yo6tIb1iEa,j-idol,WWDBEST,Dempagumi.Inc,0.568,0.0622,0.553,0.0,1,0.0614,-2.563,0.0766,94.989,0.953
6nZnxP4nIUS8Y0u2Rc5rf9,j-idol,翼,Eir Aoi,0.76,0.005,0.507,1.73e-05,6,0.318,-3.521,0.149,139.075,0.952
5NOiDmDy89jLpvnECo3Rdz,j-idol,鮭鮭鮭,Ayumikurikamaki,0.625,0.012,0.5,0.0,1,0.37,-3.227,0.175,165.163,0.973
5TZ1MiOcg3LFAlJ1JR6zUp,j-idol,Ripple Effect,Luna Haruna,0.753,0.0463,0.693,0.000248,8,0.27,-2.72,0.0353,138.993,0.872
583pvQTzHjMlF2FekJQisG,j-idol,鼓動の秘密,Tokyo Girls' Style,0.85,0.408,0.728,1.75e-05,1,0.341,-3.039,0.0463,130.986,0.909
7A8qX4cA5HPt3Zh5hkOAtf,j-idol,Magiかよ!? BiliBili☆パンチライン,MAGiCAL PUNCHLiNE,0.621,0.0115,0.647,0.00408,6,0.0598,-3.629,0.11,125.038,0.968
0K4p11qefBYB78SgboPjgc,j-idol,愛愛アイデンティティ,Moso Calibration,0.539,0.144,0.681,0.00021,0,0.275,-2.742,0.0309,135.017,0.948
10CH8eCslxdqkzXh8epRVT,j-idol,GLORY,SUPER☆GiRLS,0.503,0.34,0.53,0.0,6,0.0873,-3.207,0.0368,156.013,0.851
6lSoTJvVAykhgoe6B2nxLj,j-idol,Love like candy floss,SweetS,0.295,0.0879,0.624,0.000191,11,0.151,-3.603,0.0267,105.909,0.902
6joWneV1gvrbuuq5tkAeKD,j-idol,telephone,LinQ,0.872,0.239,0.641,0.0,1,0.0582,-3.365,0.0429,134.974,0.932
1TCcryARWkKCJM6p16bqT1,j-idol,Do You Believe?,GEM,0.655,0.0991,0.689,0.000134,1,0.0541,-3.147,0.045,130.053,0.806
0kN3TtmYkKZNUhpZnMfKlC,j-idol,1/2,Shoko Nakagawa,0.56,0.00164,0.616,2.54e-05,9,0.0999,-3.413,0.0375,123.068,0.944
0J6u6U7c4GLOOmVvdpEHgR,j-idol,monochrome,Dancing Dolls,0.765,0.175,0.648,0.0,5,0.241,-3.529,0.0398,131.983,0.864
1FMETllGs1yByaP10NGdN7,j-idol,Overfly,Luna Haruna,0.341,0.0927,0.584,0.000252,8,0.0964,-3.491,0.0443,133.954,0.854
4OtJBIP8xSHp40zHm4OuV5,j-idol,Life is so Beautiful,Tomato N' Pine,0.398,0.00519,0.598,7.12e-06,5,0.324,-5.031,0.0368,125.992,0.864
1QTxx5tyWlCXJhdhbG9syr,j-idol,READY GO!,Tokyo Girls' Style,0.643,0.0693,0.74,0.00121,0,0.0671,-4.189,0.0358,119.988,0.818
1Mb83ngp7OgehLx4GVZNSu,j-idol,キミペディア,Houkago Princess,0.6,0.00505,0.449,0.0192,2,0.171,-1.82,0.0995,150.085,0.958
08UCB29NjeZZucXiMz5Wms,j-idol,C.P.U !?,Cheeky Parade,0.384,0.0288,0.548,0.0,9,0.241,-2.851,0.179,95.43,0.983
6AwiUUokMxmqENh9ywOxEk,j-idol,DATE COUNT FIVE,Yume Miru Adolescence,0.489,0.0531,0.761,8.7e-05,11,0.127,-4.427,0.0491,127.015,0.761
6eb5zSiWdDw9B3fAVCRKpC,j-idol,キミがいてよかった,Makomina,0.695,0.316,0.506,0.0,2,0.0535,-2.36,0.034,199.973,0.719
2T73TgaQDhSENudPOCszjH,j-idol,SHINING☆STAR,9nine,0.548,0.000369,0.539,0.000886,1,0.102,-2.698,0.0307,135.974,0.791
6vzUQ0KdcmOY5grtYvBXnr,j-idol,oblivious,Kalafina,0.319,0.125,0.529,1.45e-06,4,0.665,-6.521,0.0626,124.976,0.829
6D5HtLGzzS9IIY5Oyf9JwY,j-idol,KARATE,BABYMETAL,0.227,0.00071,0.377,0.172,7,0.36,-2.865,0.278,179.963,0.982
1qWEBBmhX8A8eTEYyRJpK8,j-idol,Share The Love,The Sharehappi from J Soul Brothers III from EXILE TRIBE,0.751,0.267,0.739,0.0,1,0.294,-3.644,0.0478,132.983,0.9
4sT4F7KEKWRuVanNqgOVeD,j-idol,純白の約束,Tokyo Girls' Style,0.653,0.225,0.693,2.37e-05,8,0.164,-4.054,0.0333,129.967,0.838
4TKPQ1Q7qJzQfrj9Dn2VX5,j-idol,Dorothy Train,Dorothy Little Happy,0.36,0.0524,0.454,0.0,5,0.164,-2.822,0.0587,160.091,0.885
6eg5DOrRWfrwutUoJYeye8,j-idol,Morning light Sunshine,RYUTist,0.663,0.0843,0.675,0.0,0,0.413,-3.997,0.0491,128.953,0.882
3t0HzGWDlHxuvNtQSCYGtQ,j-idol,笑顔にLinQ,LinQ,0.965,0.352,0.731,4.98e-06,2,0.165,-3.319,0.0248,97.996,0.885
1QrVruLW6j0HWgaUsvnGta,j-idol,DARE,Vanilla Beans,0.55,0.00222,0.56,0.00643,0,0.323,-5.132,0.0497,120.027,0.923
3VVaZs87uVkE5OEgM78gJq,j-idol,にこにこハンブンコ,Wasuta,0.86,0.0468,0.552,0.0,8,0.277,-2.461,0.0782,171.979,0.959
5FUw9DxIjdkPtrVNTbhism,j-idol,BABY JUMP~天国への搭乗便~,PASSPO☆,0.41,0.000385,0.55,0.0205,9,0.267,-2.086,0.0927,120.035,0.995
6WTRBeerwYna0xkDMVJ5Pp,j-idol,Dem Dem X'mas,Dempagumi.Inc,0.823,0.158,0.72,1.07e-05,11,0.184,-2.534,0.0303,120.035,0.808
0EZjVlgsRKTfVKkwU3fCw5,j-idol,IGNITE,Eir Aoi,0.395,0.00721,0.414,0.0,9,0.3,-2.41,0.258,170.957,0.972
0TfDj0SHlOanAwAWGQObTn,j-idol,CIDER CIDER,TEMPURA KIDZ,0.6,0.000519,0.63,0.711,9,0.0593,-3.679,0.0359,128.006,0.957
225LM2C3T0ZhFHRCX79eXP,j-idol,Just be yourself,Wasuta,0.589,0.13,0.44,0.0,1,0.295,-1.723,0.0512,172.971,0.954
57w8YB2W2lgvHpEji3qa9u,j-idol,ファンタスティックパレード,Yume Miru Adolescence,0.706,0.0492,0.511,2.38e-06,10,0.249,-1.275,0.124,165.018,0.978
28netduNI3oVZO9PVB7vkk,j-idol,Kissy-麺,Team Syachihoko,0.798,0.209,0.686,0.0,5,0.108,-4.281,0.101,145.037,0.929
5faeRU9l84t7Bpgi2TyuyJ,j-idol,初恋Hello注意報,AOP,0.909,0.0086,0.676,1.24e-06,6,0.393,-4.047,0.0658,153.028,0.989
0u4uHWPNV6d4ZA1RLJmXEv,j-idol,おはよう – ルート113,RYUTist,0.407,0.877,0.213,0.325,7,0.377,-21.578,0.0561,117.66,0.298
3VxLKjONVXhmCF4nhkwra1,j-idol,グーチョキパンツの正義さん,Wasuta,0.764,0.0436,0.591,0.0,1,0.344,-1.912,0.122,142.107,0.979
1ll6m5yYf1J8SX6ly9PnUU,j-idol,サイレン,SILENT SIREN,0.484,0.00193,0.346,1.2e-05,11,0.174,-2.82,0.0543,184.005,0.954
0tmedALLDD96E6buOK31rI,j-idol,Love for You,Yume Miru Adolescence,0.725,0.0663,0.631,0.0,11,0.0716,-2.251,0.0402,149.978,0.962
4hyUbdNmST5YfsDLojCPsM,j-idol,DON'T STOP,Q'ulle,0.633,9.99e-05,0.453,0.000781,7,0.38,-2.41,0.0787,173.894,0.924
12FJW4IGNGbuNAtGoEzNyz,j-idol,ラピスラズリ,Eir Aoi,0.467,0.0571,0.535,0.0,3,0.225,-2.853,0.0938,111.939,0.957
3BHATubYtivLyIMW70iRXG,j-idol,なくしもの,Team Syachihoko,0.467,0.0216,0.594,1.72e-05,2,0.376,-6.549,0.0349,78.634,0.619
314IZ8TAO6aWmLjgcaG2q9,j-idol,どっとjpジャパーン!,TACOYAKI RAINBOW,0.65,0.0147,0.731,0.0168,0,0.0436,-3.424,0.0971,129.958,0.883
2OLV7QCVRqnQy62hWb1eUf,j-pop,Dangerous Gamble,AAA,0.967,0.00822,0.578,2.54e-06,1,0.304,-4.402,0.0385,169.902,0.8
4kUIdY0w3EIeggbFAhjmOM,j-pop,Lovin' You,Crystal Kay,0.252,0.57,0.534,0.0,1,0.113,-5.944,0.0341,145.744,0.466
2YyEwAOVmFSNMKWoX4ke1y,j-pop,Twinkle,Show Luo,0.961,0.00363,0.7,0.0041,10,0.129,-4.976,0.0308,127.991,0.899
37Na441PK39mcQsiBE9o85,j-pop,Paranoid,"She, in the haze",0.0396,0.000131,0.375,0.526,9,0.292,-7.143,0.197,169.976,0.988
73GMDaMLndL4yFxH0X8K8r,j-pop,いっそセレナーデ,Yuki Murakami,0.229,0.959,0.42,0.00262,9,0.241,-14.799,0.0309,83.156,0.146
7pVpd1e1vhUoxJSRfedfLY,j-pop,ビターチョコレート,SCANDAL,0.509,0.00862,0.625,3.2e-05,4,0.328,-3.801,0.0414,112.056,0.781
2TR30hWGA1fBGlWjb63JWy,j-pop,ハピネス,AI,0.51,0.0974,0.633,0.0,2,0.406,-2.51,0.149,93.773,0.917
4XkWuApPytYtznPIoRycPI,j-pop,ココラムウ,Vickeblanka,0.958,0.000141,0.684,0.345,11,0.35,-5.821,0.0358,120.029,0.777
0h5N6iU5cp4K9NDQTRuDpu,j-pop,はじまりの恋,Berry Goodman,0.778,0.195,0.43,0.0,0,0.0662,-4.295,0.0579,175.961,0.803
0igSHyuXUj63EwcJugmtcW,j-pop,My Dearest,supercell,0.324,0.0286,0.394,0.00117,0,0.17,-2.133,0.0628,168.166,0.918
4MT1JZPPTYDRKSAQEVGFuZ,j-pop,Time After Time,Chara,0.25,0.942,0.634,0.0525,1,0.132,-11.946,0.0297,109.921,0.214
6hY4oiqOSTQZklhJT4FM6j,j-pop,本日ハ晴天ナリ,Do As Infinity,0.673,0.0617,0.427,0.313,5,0.0757,-3.169,0.0573,187.973,0.938
60Xzzw0PQw9jf2xvinY956,j-pop,好きな人がいること,JY,0.711,0.193,0.575,0.0,1,0.263,-4.54,0.0266,107.99,0.756
2bZmrdAb8QPC1DJDfCxdyH,j-pop,FUTARIDAY,Ketsumeishi,0.681,0.192,0.772,1.33e-06,10,0.288,-6.845,0.0645,96.989,0.663
70563WRalqV75uzHtdrXlw,j-pop,グロリアスデイズ,THREE LIGHTS DOWN KINGS,0.333,0.00262,0.562,4.9e-05,7,0.336,-2.551,0.103,96.027,0.989
1rSywqvNSOCulxl1yK5T3k,j-pop,放課後ハイファイブ,Little Glee Monster,0.917,0.0644,0.689,3.1e-06,11,0.195,-2.847,0.056,148.51,0.915
1ETQ20mvTciBRxvEVWnMCt,j-pop,teens,Goose house,0.413,0.179,0.5,0.0,5,0.254,-3.027,0.0469,154.773,0.818
3NQUOHGHHvTR6EzlyhA3Fj,j-pop,All Day Long Lady,E-girls,0.75,0.0174,0.622,0.0,5,0.361,-4.42,0.157,215.96,0.849
05f2UzcGwNrf8I3lOsDGlu,j-pop,ピンク帽子の“ドレミファソ”,MINMI,0.756,0.867,0.781,0.0,0,0.217,-7.163,0.034,95.007,0.312
4FaUSpNNCXdm24JpQ6oGEE,j-pop,約束 -Promise code-,GARNiDELiA,0.328,0.0377,0.435,2.19e-06,5,0.169,-2.723,0.0754,198.09,0.891
5rhgzp23D5mOqvLTIWIRzd,j-pop,YAJIUMA DANCE,Charisma.com,0.816,0.0362,0.782,0.0,1,0.117,-4.917,0.0829,120.002,0.909
2wRcyTWtCdJrR7E4iDZY9q,j-pop,Get Wild - Remode2 Ver.,globe,0.352,0.000531,0.656,0.00313,5,0.245,-4.456,0.0323,130.051,0.782
6ViWwKhG1qGAs8zDHCNmEK,j-pop,RAIMEI,T.M.Revolution,0.624,0.0975,0.45,0.0,11,0.349,-2.551,0.264,180.044,0.995
0xvcd9eeYY80kXw62UNzuR,j-pop,Best of my Love,Rei Yasuda,0.689,0.137,0.578,0.0,1,0.14,-1.261,0.0429,119.973,0.915
1gBs17LyDgSWD6WDBtjLPu,j-pop,火の玉ジャイヴ,Tokyo Ska Paradise Orchestra,0.53,0.0209,0.609,0.594,1,0.516,-3.405,0.148,110.709,0.977
6LwWAyYUyZyBkrz2cIM1ks,j-pop,LISTEN TO MY HEART,BoA,0.942,0.0976,0.677,0.0,10,0.136,-4.747,0.0803,162.025,0.875
7BUBM2XnhnWnYZhGDU1Mvm,j-pop,Turn Up,KEN THE 390,0.497,0.00744,0.608,0.0,4,0.116,-2.465,0.0485,92.989,0.944
01NeBAek7GeuCMalawfJz8,j-pop,Many Classic Moments,Various Artists,0.247,0.0216,0.7,0.0181,5,0.106,-4.515,0.0369,133.003,0.863
06832YTsNZ6lhBW3NgDBjO,j-pop,バーニング・ラヴ,Che'Nelle,0.659,0.186,0.664,0.0,7,0.33,-3.351,0.0634,129.999,0.828
0yvz8lRWDh4OYWsCMkFpim,j-pop,Syncopation,BABYMETAL,0.186,0.000117,0.316,0.0934,9,0.507,-2.15,0.323,199.918,0.983
6XH7qz2yhSP1pb31FwBfRB,j-pop,借金大王,Ulfuls,0.851,0.0084,0.499,7.21e-06,1,0.237,-3.56,0.0635,156.87,0.976
2fC4fHXUWiShPJ5zjagENh,j-pop,ANIMAL,Shota Shimizu,0.675,0.112,0.906,0.000522,10,0.0869,-5.088,0.0557,114.974,0.741
1TtNwAy3R2NLiCpBrHbXjV,j-pop,夜明けの流星群,SCANDAL,0.572,0.0358,0.581,0.0,7,0.259,-3.475,0.0308,127.056,0.859
70QYgJCmaoDLEhAaTXX15z,j-pop,stay,Thelma Aoyama,0.175,0.685,0.335,8.12e-05,9,0.0674,-8.27,0.0319,101.908,0.39
1RMwzsPpiRZhOetMHvrWIm,j-pop,Super Scooter Happy,Kyary Pamyu Pamyu,0.603,0.00803,0.535,0.0033,7,0.129,-2.8,0.0386,141.943,0.953
6ME8NwgcKY9AqJPrHGJY2y,j-pop,Beachside Lover,The Hotpantz,0.457,0.201,0.799,0.000138,7,0.125,-3.878,0.0396,114.982,0.797
6YDUxMvF9OWOSrdHrcJmEK,j-pop,瞳はダイアモンド,Ms.OOJA,0.33,0.274,0.505,0.0,7,0.352,-4.384,0.0338,164.08,0.714
3anlNG7HsnSc3XtLitQ0c8,j-pop,Joy-ride 〜歓喜のドライブ〜,EXILE,0.434,0.0848,0.68,0.0,5,0.245,-5.151,0.0623,128.011,0.802
